Date,Transect,Taxa,Common.Name,Specific.Epithet,Abundance,Distance.Footsteps,Encounter.Time,Start.Time,End.Time,Weather,Detection,Sex,Activity,Photo.Audio.No.,Remarks
29-04-2016,T5,Birds,Black Drongo,Dicrurus macrocercus,1,NA,NA,7:00:00 AM,7:30:00 AM,Clear,A,NA,NA,,
29-04-2016,T5,Birds,White Rumped Shama,Copsychus malabaricus,1,NA,NA,7:00:00 AM,7:30:00 AM,Clear,A,NA,NA,,
29-04-2016,T6,Birds,Red Whiskered Bubul,Pycnonotus jocosus,2,NA,NA,7:40:00 AM,8:20:00 AM,Clear,v,NA,NA,,
29-04-2016,T6,Birds,Common Iora,Aegithina tiphia,1,NA,NA,7:40:00 AM,8:20:00 AM,Clear,A,NA,NA,,
29-04-2016,T6,Birds,White Cheeked Barbet,Psilopogon viridis,4,NA,NA,7:40:00 AM,8:20:00 AM,Clear,A,NA,NA,,
29-04-2016,T6,Birds,Crimson Backed Sunbird,Leptocoma minima,1,NA,NA,7:40:00 AM,8:20:00 AM,Clear,A,NA,NA,,
29-04-2016,T6,Birds,Indian Scimitar Babler,Pomatorhinus horsfieldii,2,NA,NA,7:40:00 AM,8:20:00 AM,Clear,V,NA,NA,,
29-04-2016,T6,Birds,Puff Throated Babler,Pellorneum ruficeps,1,NA,NA,7:40:00 AM,8:20:00 AM,Clear,A,NA,NA,,
29-04-2016,T6,Birds,Red Whiskered Bubul,Pycnonotus jocosus,2,NA,NA,7:40:00 AM,8:20:00 AM,Clear,V,NA,NA,,
29-04-2016,T6,Birds,White Cheeked Barbet,Psilopogon viridis,2,NA,NA,7:40:00 AM,8:20:00 AM,Clear,B,NA,NA,,
29-04-2016,T6,Birds,Crimson Backed Sunbird,Leptocoma minima,3,NA,NA,7:40:00 AM,8:20:00 AM,Clear,V,NA,NA,,
11-05-2016,T1A,Birds,Laughing Dove,Streptopelia senegalensis,2,NA,NA,6:45:00 AM,7:15:00 AM,Clear,V,NA,NA,,
11-05-2016,T1A,Birds,Red Vented Bulbul,Pycnonotus cafer,6,NA,NA,6:45:00 AM,7:15:00 AM,Clear,V,NA,NA,,
11-05-2016,T1A,Birds,Common Iora,Aegithina tiphia,4,NA,NA,6:45:00 AM,7:15:00 AM,Clear,A,NA,NA,,
11-05-2016,T1A,Birds,Red Wattled Lapwing,Vanellus indicus,1,NA,NA,6:45:00 AM,7:15:00 AM,Clear,V,NA,NA,,
11-05-2016,T1A,Birds,Puff Throated Babler,Pellorneum ruficeps,3,NA,NA,6:45:00 AM,7:15:00 AM,Clear,V,NA,NA,,
11-05-2016,T1A,Birds,Pied Bushchat,Saxicola caprata,1,NA,NA,6:45:00 AM,7:15:00 AM,Clear,V,NA,NA,,
11-05-2016,T1A,Birds,Jungle Crow,Corvus macrorhynchos,3,NA,NA,6:45:00 AM,7:15:00 AM,Clear,V,NA,NA,,
11-05-2016,T1A,Birds,Green Bee Eater,Merops orientalis,2,NA,NA,6:45:00 AM,7:15:00 AM,Clear,V,NA,NA,,
11-05-2016,T1A,Birds,Common Tailor Bird,Orthotomus sutorius,2,NA,NA,6:45:00 AM,7:15:00 AM,Clear,V,NA,NA,,
11-05-2016,T1A,Birds,Red Whiskered Bubul,Pycnonotus jocosus,13,NA,NA,6:45:00 AM,7:15:00 AM,Clear,V,NA,NA,,
11-05-2016,T1A,Birds,Golden Oriole,Oriolus kundoo,1,NA,NA,6:45:00 AM,7:15:00 AM,Clear,V,NA,NA,,
11-05-2016,T1A,Birds,Vigor's Sunbird,Aethopyga vigorsii,1,NA,NA,6:45:00 AM,7:15:00 AM,Clear,V,NA,NA,,
11-05-2016,T1B,Birds,Red Vented Bulbul,Pycnonotus cafer,3,NA,NA,7:05:00 AM,7:25:00 AM,Clear,V,NA,NA,,
11-05-2016,T1B,Birds,Jungle Babler,Turdoides striata,4,NA,NA,7:05:00 AM,7:25:00 AM,Clear,V,NA,NA,,
11-05-2016,T1B,Birds,Laughing Dove,Streptopelia senegalensis,3,NA,NA,7:05:00 AM,7:25:00 AM,Clear,V,NA,NA,,
11-05-2016,T1B,Birds,Purple Sunbird,Cinnyris asiaticus,2,NA,NA,7:05:00 AM,7:25:00 AM,Clear,V,NA,NA,,
11-05-2016,T1B,Birds,Red Whiskered Bubul,Pycnonotus jocosus,5,NA,NA,7:05:00 AM,7:25:00 AM,Clear,V,NA,NA,,
11-05-2016,T1B,Birds,Common Myna,Acridotheres tristis,4,NA,NA,7:05:00 AM,7:25:00 AM,Clear,V,NA,NA,,
11-05-2016,T1B,Birds,Green Bee Eater,Merops orientalis,4,NA,NA,7:05:00 AM,7:25:00 AM,Clear,V,NA,NA,,
11-05-2016,T1B,Birds,Puff Throated Babler,Pellorneum ruficeps,1,NA,NA,7:05:00 AM,7:25:00 AM,Clear,V,NA,NA,,
11-05-2016,T1B,Birds,Jungle Myna,Acridotheres fuscus,1,NA,NA,7:05:00 AM,7:25:00 AM,Clear,V,NA,NA,,
11-05-2016,T1B,Birds,White Cheeked Barbet,Psilopogon viridis,1,NA,NA,7:05:00 AM,7:25:00 AM,Clear,A,NA,NA,,
11-05-2016,T1B,Birds,Indian Robin,Copsychus fulicatus,1,NA,NA,7:05:00 AM,7:25:00 AM,Clear,V,NA,NA,,
11-05-2016,T1B,Birds,Common Iora,Aegithina tiphia,1,NA,NA,7:05:00 AM,7:25:00 AM,Clear,A,NA,NA,,
11-05-2016,T1B,Birds,Indian Scimitar Babler,Pomatorhinus horsfieldii,4,NA,NA,7:05:00 AM,7:25:00 AM,Clear,A,NA,NA,,
11-05-2016,T2,Birds,Jungle Babler,Turdoides striata,7,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T2,Birds,Jungle Myna,Acridotheres fuscus,1,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T2,Birds,Green Bee Eater,Merops orientalis,1,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T2,Birds,Red Vented Bulbul,Pycnonotus cafer,4,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T2,Birds,Puff Throated Babler,Pellorneum ruficeps,1,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T2,Birds,Malabar Lark,Galerida malabarica,2,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T2,Birds,Malabar Whistling Thrush,Myophonus horsfieldii,1,NA,NA,7:30:00 AM,8:00:00 AM,Clear,A,NA,NA,,
11-05-2016,T2,Birds,Indian Blackbird,Turdus simillimus,1,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T2,Birds,Red Whiskered Bubul,Pycnonotus jocosus,7,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T2,Birds,Purple Sunbird,Cinnyris asiaticus,1,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T2,Birds,Green Bee Eater,Merops orientalis,3,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T2,Birds,Nilgiri Wood Pidgeon,Columba elphinstonii,2,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T2,Birds,LAughing Dove,Streptopelia senegalensis,2,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T2,Birds,Laughing Dove,Streptopelia senegalensis,2,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T2,Birds,Oriental Magpie Robin,Copsychus saularis,1,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T2,Birds,Indian Robin,Copsychus fulicatus,4,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T2,Birds,Laughing Dove,Streptopelia senegalensis,2,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T2,Birds,Indian Scimitar Babler,Pomatorhinus horsfieldii,3,NA,NA,7:30:00 AM,8:00:00 AM,Clear,A,NA,NA,,
11-05-2016,T3,Birds,,NA,NA,NA,NA,,,Heavy Rain,,NA,NA,,N/O
11-05-2016,T4,Birds,Purple Rumped Sunbird,Leptocoma zeylonica,1,NA,NA,8:15:00 AM,9:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T4,Birds,White Cheeked Barbet,Psilopogon viridis,1,NA,NA,8:15:00 AM,9:00:00 AM,Clear,A,NA,NA,,
11-05-2016,T4,Birds,Purple Sunbird,Cinnyris asiaticus,2,NA,NA,8:15:00 AM,9:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T4,Birds,Crimson Backed Sunbird,Leptocoma minima,4,NA,NA,8:15:00 AM,9:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T4,Birds,Oriental Magpie Robin,Copsychus saularis,1,NA,NA,8:15:00 AM,9:00:00 AM,Clear,A,NA,NA,,
11-05-2016,T4,Birds,Orange Headed Ground Thrush,Geokichla citrina,1,NA,NA,8:15:00 AM,9:00:00 AM,Clear,A,NA,NA,,
11-05-2016,T4,Birds,Common Iora,Aegithina tiphia,1,NA,NA,8:15:00 AM,9:00:00 AM,Clear,A,NA,NA,,
11-05-2016,T4,Birds,Red Whiskered Bubul,Pycnonotus jocosus,1,NA,NA,8:15:00 AM,9:00:00 AM,Clear,A,NA,NA,,
11-05-2016,T4,Birds,Black Headed Oriole,Oriolus xanthornus,1,NA,NA,8:15:00 AM,9:00:00 AM,Clear,A,NA,NA,,
11-05-2016,T4,Birds,Crimson Backed Sunbird,Leptocoma minima,3,NA,NA,8:15:00 AM,9:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T4,Birds,Malabar Whistling Thrush,Myophonus horsfieldii,1,NA,NA,8:15:00 AM,9:00:00 AM,Clear,A,NA,NA,,
11-05-2016,T4,Birds,White Cheeked Barbet,Psilopogon viridis,2,NA,NA,8:15:00 AM,9:00:00 AM,Clear,A,NA,NA,,
11-05-2016,T4,Birds,Black Drongo,Dicrurus macrocercus,1,NA,NA,8:15:00 AM,9:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T4,Birds,Common Iora,Aegithina tiphia,1,NA,NA,8:15:00 AM,9:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T4,Birds,Thick Billed Flowerpecker,Dicaeum agile,2,NA,NA,8:15:00 AM,9:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T4,Birds,Red Whiskered Bubul,Pycnonotus jocosus,1,NA,NA,8:15:00 AM,9:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T4,Birds,Black Naped Monarch,Hypothymis azurea,2,NA,NA,8:15:00 AM,9:00:00 AM,Clear,V,NA,NA,,
11-05-2016,T4,Birds,Puff Throated Babler,Pellorneum ruficeps,2,NA,NA,8:15:00 AM,9:00:00 AM,Clear,A,NA,NA,,
11-05-2016,T4,Birds,Purple Rumped Sunbird,Leptocoma zeylonica,5,NA,NA,8:15:00 AM,9:00:00 AM,Clear,A,NA,NA,,
11-05-2016,T4,Birds,Common Iora,Aegithina tiphia,2,NA,NA,8:15:00 AM,9:00:00 AM,Clear,A,NA,NA,,
11-05-2016,T4,Birds,Brown Cheeked Fulvetta,Alcippe poioicephala,1,NA,NA,8:15:00 AM,9:00:00 AM,Clear,A,NA,NA,,
11-05-2016,T5,Birds,Purple Sunbird,Cinnyris asiaticus,1,NA,NA,4:30:00 PM,4:55:00 PM,Rain,A,NA,NA,,
11-05-2016,T5,Birds,Common Iora,Aegithina tiphia,1,NA,NA,4:30:00 PM,4:55:00 PM,Rain,A,NA,NA,,
11-05-2016,T5,Birds,Green Bee Eater,Merops orientalis,1,NA,NA,4:30:00 PM,4:55:00 PM,Rain,V,NA,NA,,
11-05-2016,T5,Birds,Red Whiskered Bubul,Pycnonotus jocosus,1,NA,NA,4:30:00 PM,4:55:00 PM,Rain,A,NA,NA,,
11-05-2016,T5,Birds,Red Vented Bulbul,Pycnonotus cafer,1,NA,NA,4:30:00 PM,4:55:00 PM,Rain,V,NA,NA,,
11-05-2016,T5,Birds,Puff Throated Babler,Pellorneum ruficeps,1,NA,NA,4:30:00 PM,4:55:00 PM,Rain,A,NA,NA,,
11-05-2016,T5,Birds,Indian Scimitar Babler,Pomatorhinus horsfieldii,1,NA,NA,4:30:00 PM,4:55:00 PM,Rain,V,NA,NA,,
11-05-2016,T5,Birds,Grey Jungle Fowl,Gallus sonneratii,7,NA,NA,4:30:00 PM,4:55:00 PM,Rain,V,NA,NA,,
11-05-2016,T5,Birds,Red Whiskered Bubul,Pycnonotus jocosus,2,NA,NA,4:30:00 PM,4:55:00 PM,Rain,V,NA,NA,,
11-05-2016,T5,Birds,Purple Sunbird,Cinnyris asiaticus,1,NA,NA,4:30:00 PM,4:55:00 PM,Rain,A,NA,NA,,
11-05-2016,T5,Birds,Oriental Magpie Robin,Copsychus saularis,1,NA,NA,4:30:00 PM,4:55:00 PM,Rain,V,NA,NA,,
11-05-2016,T5,Birds,Laughing Dove,Streptopelia senegalensis,2,NA,NA,4:30:00 PM,4:55:00 PM,Rain,V,NA,NA,,
11-05-2016,T5,Birds,Green Bee Eater,Merops orientalis,2,NA,NA,4:30:00 PM,4:55:00 PM,Rain,V,NA,NA,,
11-05-2016,T5,Birds,Indian Scimitar Babler,Pomatorhinus horsfieldii,1,NA,NA,4:30:00 PM,4:55:00 PM,Rain,A,NA,NA,,
11-05-2016,T6,Birds,White Cheeked Barbet,Psilopogon viridis,1,NA,NA,4:00:00 PM,4:25:00 PM,Overcast,A,NA,NA,,
11-05-2016,T6,Birds,Common Iora,Aegithina tiphia,1,NA,NA,4:00:00 PM,4:25:00 PM,Overcast,A,NA,NA,,
11-05-2016,T6,Birds,Red Whiskered Bubul,Pycnonotus jocosus,2,NA,NA,4:00:00 PM,4:25:00 PM,Overcast,A,NA,NA,,
11-05-2016,T6,Birds,Oriental Magpie Robin,Copsychus saularis,1,NA,NA,4:00:00 PM,4:25:00 PM,Overcast,A,NA,NA,,
11-05-2016,T6,Birds,Red Whiskered Bubul,Pycnonotus jocosus,2,NA,NA,4:00:00 PM,4:25:00 PM,Overcast,V,NA,NA,,
11-05-2016,T6,Birds,White Cheeked Barbet,Psilopogon viridis,2,NA,NA,4:00:00 PM,4:25:00 PM,Overcast,A,NA,NA,,
11-05-2016,T6,Birds,Crimson Backed Sunbird,Leptocoma minima,2,NA,NA,4:00:00 PM,4:25:00 PM,Overcast,A,NA,NA,,
11-05-2016,T6,Birds,Red Whiskered Bubul,Pycnonotus jocosus,3,NA,NA,4:00:00 PM,4:25:00 PM,Overcast,A,NA,NA,,
11-05-2016,T6,Birds,Malabar Whistling Thrush,Myophonus horsfieldii,1,NA,NA,4:00:00 PM,4:25:00 PM,Overcast,A,NA,NA,,
11-05-2016,T6,Birds,Red Whiskered Bubul,Pycnonotus jocosus,1,NA,NA,4:00:00 PM,4:25:00 PM,Overcast,V,NA,NA,,
27-05-2016,T1A,Birds,Little Swift,Apus affinis,6,NA,NA,6:50:00 AM,7:10:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1A,Birds,Red Vented Bulbul,Pycnonotus cafer,3,NA,NA,6:50:00 AM,7:10:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1A,Birds,Green Bee Eater,Merops orientalis,2,NA,NA,6:50:00 AM,7:10:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1A,Birds,Grey Breasted Prinia,Prinia hodgsonii,1,NA,NA,6:50:00 AM,7:10:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1A,Birds,Green Bee Eater,Merops orientalis,5,NA,NA,6:50:00 AM,7:10:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1A,Birds,Red Vented Bulbul,Pycnonotus cafer,5,NA,NA,6:50:00 AM,7:10:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1A,Birds,Laughing Dove,Streptopelia senegalensis,2,NA,NA,6:50:00 AM,7:10:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1A,Birds,Jungle Crow,Corvus macrorhynchos,4,NA,NA,6:50:00 AM,7:10:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1A,Birds,Indian Robin,Copsychus fulicatus,1,NA,NA,6:50:00 AM,7:10:00 AM,Cloudy,V,NA,NA,,Female
27-05-2016,T1A,Birds,Brown Cheeked Fulvetta,Alcippe poioicephala,2,NA,NA,6:50:00 AM,7:10:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1A,Birds,Red Vented Bulbul,Pycnonotus cafer,3,NA,NA,6:50:00 AM,7:10:00 AM,Cloudy,B,NA,NA,,
27-05-2016,T1A,Birds,Brown Cheeked Fulvetta,Alcippe poioicephala,1,NA,NA,6:50:00 AM,7:10:00 AM,Cloudy,A,NA,NA,,
27-05-2016,T1B,Birds,Puff Throated Babler,Pellorneum ruficeps,1,NA,NA,7:10:00 AM,7:30:00 AM,Cloudy,A,NA,NA,,
27-05-2016,T1B,Birds,Indian Blackbird,Turdus simillimus,1,NA,NA,7:10:00 AM,7:30:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1B,Birds,Common Myna,Acridotheres tristis,1,NA,NA,7:10:00 AM,7:30:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1B,Birds,Green Bee Eater,Merops orientalis,4,NA,NA,7:10:00 AM,7:30:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1B,Birds,White Cheeked Barbet,Psilopogon viridis,1,NA,NA,7:10:00 AM,7:30:00 AM,Cloudy,A,NA,NA,,
27-05-2016,T1B,Birds,Indian Blackbird,Turdus simillimus,1,NA,NA,7:10:00 AM,7:30:00 AM,Cloudy,A,NA,NA,,
27-05-2016,T1B,Birds,Crested Serpent Eagle,Spilornis cheela,1,NA,NA,7:10:00 AM,7:30:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1B,Birds,Common Iora,Aegithina tiphia,1,NA,NA,7:10:00 AM,7:30:00 AM,Cloudy,A,NA,NA,,
27-05-2016,T1B,Birds,Jungle Myna,Acridotheres fuscus,2,NA,NA,7:10:00 AM,7:30:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1B,Birds,Red Whiskered Bubul,Pycnonotus jocosus,1,NA,NA,7:10:00 AM,7:30:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1B,Birds,Red Vented Bulbul,Pycnonotus cafer,3,NA,NA,7:10:00 AM,7:30:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1B,Birds,Jungle Babler,Turdoides striata,9,NA,NA,7:10:00 AM,7:30:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1B,Birds,White Cheeked Barbet,Psilopogon viridis,1,NA,NA,7:10:00 AM,7:30:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1B,Birds,Red Whiskered Bubul,Pycnonotus jocosus,5,NA,NA,7:10:00 AM,7:30:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1B,Birds,Indian Robin,Copsychus fulicatus,2,NA,NA,7:10:00 AM,7:30:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T1B,Birds,Green Bee Eater,Merops orientalis,3,NA,NA,7:10:00 AM,7:30:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T2,Birds,White Cheeked Barbet,Psilopogon viridis,2,NA,NA,7:35:00 AM,8:00:00 AM,Cloudy,A,NA,NA,,
27-05-2016,T2,Birds,Green Bee Eater,Merops orientalis,3,NA,NA,7:35:00 AM,8:00:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T2,Birds,Red Vented Bulbul,Pycnonotus cafer,2,NA,NA,7:35:00 AM,8:00:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T2,Birds,Red Whiskered Bubul,Pycnonotus jocosus,3,NA,NA,7:35:00 AM,8:00:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T2,Birds,Indian Scimitar Babler,Pomatorhinus horsfieldii,2,NA,NA,7:35:00 AM,8:00:00 AM,Cloudy,B,NA,NA,,
27-05-2016,T2,Birds,Golden Fronted Leafbird,Chloropsis aurifrons,1,NA,NA,7:35:00 AM,8:00:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T2,Birds,Purple Sunbird,Cinnyris asiaticus,2,NA,NA,7:35:00 AM,8:00:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T2,Birds,Puff Throated Babler,Pellorneum ruficeps,5,NA,NA,7:35:00 AM,8:00:00 AM,Cloudy,A,NA,NA,,
27-05-2016,T2,Birds,Common Iora,Aegithina tiphia,2,NA,NA,7:35:00 AM,8:00:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T2,Birds,Red Vented Bulbul,Pycnonotus cafer,2,NA,NA,7:35:00 AM,8:00:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T2,Birds,Pied Bushchat,Saxicola caprata,2,NA,NA,7:35:00 AM,8:00:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T2,Birds,Common Tailor Bird,Orthotomus sutorius,1,NA,NA,7:35:00 AM,8:00:00 AM,Cloudy,A,NA,NA,,
27-05-2016,T2,Birds,Green Bee Eater,Merops orientalis,1,NA,NA,7:35:00 AM,8:00:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T2,Birds,Jungle Myna,Acridotheres fuscus,1,NA,NA,7:35:00 AM,8:00:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T2,Birds,Red Vented Bulbul,Pycnonotus cafer,1,NA,NA,7:35:00 AM,8:00:00 AM,Cloudy,V,NA,NA,,
27-05-2016,T3,Birds,Jungle Babler,Turdoides striata,5,NA,NA,6:20:00 PM,6:50:00 PM,Clear,V,NA,NA,,
27-05-2016,T3,Birds,Purple Sunbird,Cinnyris asiaticus,1,NA,NA,6:20:00 PM,6:50:00 PM,Clear,V,NA,NA,,
27-05-2016,T3,Birds,Indian Robin,Copsychus fulicatus,4,NA,NA,6:20:00 PM,6:50:00 PM,Clear,V,NA,NA,,
27-05-2016,T3,Birds,Oriental Magpie Robin,Copsychus saularis,1,NA,NA,6:20:00 PM,6:50:00 PM,Clear,V,NA,NA,,
27-05-2016,T3,Birds,Jungle Babler,Turdoides striata,4,NA,NA,6:20:00 PM,6:50:00 PM,Clear,V,NA,NA,,
27-05-2016,T3,Birds,Green Bee Eater,Merops orientalis,2,NA,NA,6:20:00 PM,6:50:00 PM,Clear,A,NA,NA,,
27-05-2016,T3,Birds,White Cheeked Barbet,Psilopogon viridis,3,NA,NA,6:20:00 PM,6:50:00 PM,Clear,A,NA,NA,,
27-05-2016,T3,Birds,Puff Throated Babler,Pellorneum ruficeps,1,NA,NA,6:20:00 PM,6:50:00 PM,Clear,A,NA,NA,,
27-05-2016,T3,Birds,Red Vented Bulbul,Pycnonotus cafer,1,NA,NA,6:20:00 PM,6:50:00 PM,Clear,A,NA,NA,,
27-05-2016,T3,Birds,Purple Sunbird,Cinnyris asiaticus,1,NA,NA,6:20:00 PM,6:50:00 PM,Clear,V,NA,NA,,
27-05-2016,T3,Birds,Grey Jungle Fowl,Gallus sonneratii,1,NA,NA,6:20:00 PM,6:50:00 PM,Clear,A,NA,NA,,
27-05-2016,T3,Birds,Malabar Whistling Thrush,Myophonus horsfieldii,1,NA,NA,6:20:00 PM,6:50:00 PM,Clear,A,NA,NA,,
27-05-2016,T3,Birds,Red Whiskered Bubul,Pycnonotus jocosus,2,NA,NA,6:20:00 PM,6:50:00 PM,Clear,V,NA,NA,,
27-05-2016,T3,Birds,Pale-billed Flowerpecker,Dicaeum erythrorhynchos,1,NA,NA,6:20:00 PM,6:50:00 PM,Clear,V,NA,NA,,
27-05-2016,T3,Birds,Turtle Dove,Streptopelia orientalis,1,NA,NA,6:20:00 PM,6:50:00 PM,Clear,V,NA,NA,,
27-05-2016,T3,Birds,Common Iora,Aegithina tiphia,1,NA,NA,6:20:00 PM,6:50:00 PM,Clear,V,NA,NA,,
27-05-2016,T3,Birds,White Cheeked Barbet,Psilopogon viridis,1,NA,NA,6:20:00 PM,6:50:00 PM,Clear,A,NA,NA,,
27-05-2016,T3,Birds,Indian Scimitar Babler,Pomatorhinus horsfieldii,1,NA,NA,6:20:00 PM,6:50:00 PM,Clear,A,NA,NA,,
27-05-2016,T4,Birds,Asian Paradise Flycatcher,Terpsiphone paradis,1,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,V,NA,NA,,
27-05-2016,T4,Birds,Red Whiskered Bubul,Pycnonotus jocosus,4,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,A,NA,NA,,
27-05-2016,T4,Birds,Vigor's Sunbird,Aethopyga vigorsii,1,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,V,NA,NA,,
27-05-2016,T4,Birds,White Cheeked Barbet,Psilopogon viridis,2,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,A,NA,NA,,
27-05-2016,T4,Birds,?Unidentified,NA,1,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,A,NA,NA,,
27-05-2016,T4,Birds,Grey Jungle Fowl,Gallus sonneratii,1,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,A,NA,NA,,
27-05-2016,T4,Birds,Brown Cheeked Fulvetta,Alcippe poioicephala,3,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,A,NA,NA,,
27-05-2016,T4,Birds,Purple Sunbird,Cinnyris asiaticus,1,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,A,NA,NA,,
27-05-2016,T4,Birds,Malabar Whistling Thrush,Myophonus horsfieldii,1,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,A,NA,NA,,
27-05-2016,T4,Birds,Purple Sunbird,Cinnyris asiaticus,1,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,V,NA,NA,,
27-05-2016,T4,Birds,Malabar Whistling Thrush,Myophonus horsfieldii,2,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,V,NA,NA,,
27-05-2016,T4,Birds,Red Whiskered Bubul,Pycnonotus jocosus,1,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,V,NA,NA,,
27-05-2016,T4,Birds,Common Iora,Aegithina tiphia,1,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,A,NA,NA,,
27-05-2016,T4,Birds,Puff Throated Babler,Pellorneum ruficeps,1,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,A,NA,NA,,
27-05-2016,T4,Birds,Malabar Whistling Thrush,Myophonus horsfieldii,1,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,A,NA,NA,,
27-05-2016,T4,Birds,Common Iora,Aegithina tiphia,1,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,A,NA,NA,,
27-05-2016,T4,Birds,White Cheeked Barbet,Psilopogon viridis,1,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,V,NA,NA,,
27-05-2016,T4,Birds,Pale-billed Flowerpecker,Dicaeum erythrorhynchos,1,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,A,NA,NA,,
27-05-2016,T4,Birds,White Bellied Blue Flycatcher,Cyornis pallidipes,1,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,V,NA,NA,,
27-05-2016,T4,Birds,Purple Sunbird,Cinnyris asiaticus,2,NA,NA,8:30:00 AM,9:20:00 AM,Overcast,V,NA,NA,,
27-05-2016,T5,Birds,Puff Throated Babler,Pellorneum ruficeps,3,NA,NA,5:30:00 PM,5:50:00 PM,Cloudy,A,NA,NA,,
27-05-2016,T5,Birds,Southern Coucal,Centropus sinensis,1,NA,NA,5:30:00 PM,5:50:00 PM,Cloudy,A,NA,NA,,
