Date,Transect,Taxa,Common.Name,Specific.Epithet,Abundance,Distance.Footsteps,Encounter.Time,Start.Time,End.Time,Weather,Detection,Sex,Activity,Photo.Audio.No.,Remarks
19-11-2016,T3,Birds,Black Drongo,Dicrurus macrocercus,1,NA,NA,9:00:00 AM,9:45:00 AM,Partly Cloudy,V,NA,NA,,
19-11-2016,T3,Birds,Large Grey babler,Turdoides malcolmi,1,NA,NA,9:00:00 AM,9:45:00 AM,Partly Cloudy,V,NA,NA,,
19-11-2016,T3,Birds,Red Whiskered Bubul,Pycnonotus jocosus,1,NA,NA,9:00:00 AM,9:45:00 AM,Partly Cloudy,V,NA,NA,,
19-11-2016,T3,Birds,Crimson Backed Sunbird,Leptocoma minima,3,NA,NA,9:00:00 AM,9:45:00 AM,Partly Cloudy,V,NA,NA,,
19-11-2016,T3,Birds,Coppersmith Barbet,Psilopogon haemacephalus,3,NA,NA,9:00:00 AM,9:45:00 AM,Partly Cloudy,A,NA,NA,,
19-11-2016,T3,Birds,Phylloscopus Spp.,NA,1,NA,NA,9:00:00 AM,9:45:00 AM,Partly Cloudy,V,NA,NA,,
19-11-2016,T3,Birds,Brown Headed Barbet,Psilopogon zeylanicus,1,NA,NA,9:00:00 AM,9:45:00 AM,Partly Cloudy,A,NA,NA,,
19-11-2016,T4,Birds,Brown Headed Barbet,Psilopogon zeylanicus,2,NA,NA,4:30:00 AM,5:15:00 AM,Partly Cloudy,A,NA,NA,,
19-11-2016,T4,Birds,Common Iora,Aegithina tiphia,1,NA,NA,4:30:00 AM,5:15:00 AM,Partly Cloudy,A,NA,NA,,
19-11-2016,T5,Birds,Crimson Backed Sunbird,Leptocoma minima,1,NA,NA,10:50:00 AM,11:10:00 AM,Partly Cloudy,V,NA,NA,,
19-11-2016,T6,Birds,Asian Paradise Flycatcher,Terpsiphone paradis,1,NA,NA,10:15:00 AM,10:45:00 AM,Partly Cloudy,V,NA,NA,,Male
06-12-2016,T1A,Birds,Spotted Dove,Streptopelia chinensis,2,NA,NA,7:30:00 AM,7:55:00 AM,Clear,V,NA,NA,,
06-12-2016,T1A,Birds,Long Tailed Shrike,Lanius schach,2,NA,NA,7:30:00 AM,7:55:00 AM,Clear,V,NA,NA,,
06-12-2016,T1A,Birds,Jungle Prinia,Prinia sylvatica,2,NA,NA,7:30:00 AM,7:55:00 AM,Clear,V,NA,NA,,
06-12-2016,T1A,Birds,Red Wattled Lapwing,Vanellus indicus,5,NA,NA,7:30:00 AM,7:55:00 AM,Clear,B,NA,NA,,
06-12-2016,T1A,Birds,Red Vented Bulbul,Pycnonotus cafer,1,NA,NA,7:30:00 AM,7:55:00 AM,Clear,V,NA,NA,,
06-12-2016,T1A,Birds,Crimson Backed Sunbird,Leptocoma minima,1,NA,NA,7:30:00 AM,7:55:00 AM,Clear,V,NA,NA,,
06-12-2016,T1A,Birds,indian Robin,Copsychus fulicatus,1,NA,NA,7:30:00 AM,7:55:00 AM,Clear,V,NA,NA,,
06-12-2016,T1A,Birds,Cattle Egret,Bubulcus ibis,1,NA,NA,7:30:00 AM,7:55:00 AM,Clear,V,NA,NA,,
06-12-2016,T1A,Birds,Pied Bushchat,Saxicola caprata,1,NA,NA,7:30:00 AM,7:55:00 AM,Clear,V,NA,NA,,
06-12-2016,T1A,Birds,Jungle Babler,Turdoides striata,2,NA,NA,7:30:00 AM,7:55:00 AM,Clear,V,NA,NA,,
06-12-2016,T1A,Birds,Green Bee Eater,Merops orientalis,1,NA,NA,7:30:00 AM,7:55:00 AM,Clear,V,NA,NA,,
06-12-2016,T1A,Birds,Common Sandpiper,Actitis hypoleucos,1,NA,NA,7:30:00 AM,7:55:00 AM,Clear,V,NA,NA,,
06-12-2016,T1A,Birds,Plain Martin,Riparia paludicola,4,NA,NA,7:30:00 AM,7:55:00 AM,Clear,V,NA,NA,,
06-12-2016,T1B,Birds,Pond Heron,Ardeola grayii,2,NA,NA,8:00:00 AM,8:30:00 AM,Clear,V,NA,NA,,
06-12-2016,T1B,Birds,Jungle Prinia,Prinia sylvatica,1,NA,NA,8:00:00 AM,8:30:00 AM,Clear,V,NA,NA,,
06-12-2016,T1B,Birds,Grey Breasted Prinia,Prinia hodgsonii,1,NA,NA,8:00:00 AM,8:30:00 AM,Clear,,NA,NA,7194,
06-12-2016,T2,Birds,Purple Rumped Sunbird,Leptocoma zeylonica,1,NA,NA,8:40:00 AM,9:00:00 AM,Clear,V,NA,NA,,
06-12-2016,T2,Birds,Black Drongo,Dicrurus macrocercus,1,NA,NA,8:40:00 AM,9:00:00 AM,Clear,V,NA,NA,,
06-12-2016,T2,Birds,Puff Throated Babler,Pellorneum ruficeps,1,NA,NA,8:40:00 AM,9:00:00 AM,Clear,A,NA,NA,,
06-12-2016,T2,Birds,Phylloscopus Spp.,NA,1,NA,NA,8:40:00 AM,9:00:00 AM,Clear,V,NA,NA,,
06-12-2016,T2,Birds,Grey Breasted Prinia,Prinia hodgsonii,1,NA,NA,8:40:00 AM,9:00:00 AM,Clear,V,NA,NA,,
06-12-2016,T2,Birds,Common Kingfisher,Alcedo atthis,1,NA,NA,8:40:00 AM,9:00:00 AM,Clear,V,NA,NA,,
06-12-2016,T3,Birds,Purple Sunbird,Cinnyris asiaticus,1,NA,NA,9:40:00 AM,10:05:00 AM,Clear,V,NA,NA,,
06-12-2016,T3,Birds,Plain Martin,Riparia paludicola,14,NA,NA,9:40:00 AM,10:05:00 AM,Clear,V,NA,NA,,
06-12-2016,T3,Birds,Black Eagle,Ictinaetus malaiensis,1,NA,NA,9:40:00 AM,10:05:00 AM,Clear,V,NA,NA,,Black
06-12-2016,T3,Birds,Brown Headed Barbet,Psilopogon zeylanicus,4,NA,NA,9:40:00 AM,10:05:00 AM,Clear,A,NA,NA,,
06-12-2016,T4,Birds,Spotted Dove,Streptopelia chinensis,1,NA,NA,12:00:00 PM,12:30:00 PM,Clear,V,NA,NA,,
06-12-2016,T4,Birds,White Bellied Blue Flycatcher,Cyornis pallidipes,2,NA,NA,12:00:00 PM,12:30:00 PM,Clear,V,NA,NA,7236,
06-12-2016,T4,Birds,Malabar Whistling Thrush,Myophonus horsfieldii,1,NA,NA,12:00:00 PM,12:30:00 PM,Clear,V,NA,NA,,
06-12-2016,T5,Birds,Brown Headed Barbet,Psilopogon zeylanicus,1,NA,NA,11:15:00 AM,11:35:00 AM,Clear,A,NA,NA,,
06-12-2016,T5,Birds,Puff Throated Babler,Pellorneum ruficeps,1,NA,NA,11:15:00 AM,11:35:00 AM,Clear,A,NA,NA,,
06-12-2016,T5,Birds,Black Drongo,Dicrurus macrocercus,1,NA,NA,11:15:00 AM,11:35:00 AM,Clear,V,NA,NA,,
06-12-2016,T6,Birds,Crimson Backed Sunbird,Leptocoma minima,4,NA,NA,10:30:00 AM,11:00:00 AM,Clear,V,NA,NA,,
06-12-2016,T6,Birds,White Bellied Blue Flycatcher,Cyornis pallidipes,1,NA,NA,10:30:00 AM,11:00:00 AM,Clear,V,NA,NA,,
06-12-2016,T6,Birds,Black Drongo,Dicrurus macrocercus,1,NA,NA,10:30:00 AM,11:00:00 AM,Clear,A,NA,NA,,
22-12-2016,T1A,Birds,Jungle Prinia,Prinia sylvatica,2,NA,NA,7:30:00 AM,8:00:00 AM,Clear,A,NA,NA,,
22-12-2016,T1A,Birds,Long Tailed Shrike,Lanius schach,1,NA,NA,7:30:00 AM,8:00:00 AM,Clear,A,NA,NA,,
22-12-2016,T1A,Birds,Jungle Crow,Corvus macrorhynchos,1,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
22-12-2016,T1A,Birds,Cattle Egret,Bubulcus ibis,1,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
22-12-2016,T1A,Birds,Common Rosefinch,Carpodacus erythrinus,3,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,7244,
22-12-2016,T1A,Birds,Jungle Babler,Turdoides striata,1,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
22-12-2016,T1A,Birds,Red Vented Bulbul,Pycnonotus cafer,2,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
22-12-2016,T1A,Birds,Laughing Dove,Streptopelia senegalensis,1,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
22-12-2016,T1A,Birds,Red Whiskered Bubul,Pycnonotus jocosus,2,NA,NA,7:30:00 AM,8:00:00 AM,Clear,V,NA,NA,,
22-12-2016,T1A,Birds,Brown Headed Barbet,Psilopogon zeylanicus,2,NA,NA,7:30:00 AM,8:00:00 AM,Clear,A,NA,NA,,
22-12-2016,T1B,Birds,Jungle Crow,Corvus macrorhynchos,2,NA,NA,8:00:00 AM,8:20:00 AM,Clear,V,NA,NA,,
22-12-2016,T1B,Birds,Coppersmith Barbet,Psilopogon haemacephalus,1,NA,NA,8:00:00 AM,8:20:00 AM,Clear,A,NA,NA,,
22-12-2016,T1B,Birds,Purple Sunbird,Cinnyris asiaticus,2,NA,NA,8:00:00 AM,8:20:00 AM,Clear,V,NA,NA,,
22-12-2016,T1B,Birds,Red Vented Bulbul,Pycnonotus cafer,5,NA,NA,8:00:00 AM,8:20:00 AM,Clear,V,NA,NA,,
22-12-2016,T1B,Birds,Plain Prinia,Prinia inornata,1,NA,NA,8:00:00 AM,8:20:00 AM,Clear,V,NA,NA,,
22-12-2016,T1B,Birds,Crimson Backed Sunbird,Leptocoma minima,1,NA,NA,8:00:00 AM,8:20:00 AM,Clear,V,NA,NA,,
22-12-2016,T1B,Birds,Black Drongo,Dicrurus macrocercus,1,NA,NA,8:00:00 AM,8:20:00 AM,Clear,V,NA,NA,,
22-12-2016,T1B,Birds,Jungle Prinia,Prinia sylvatica,1,NA,NA,8:00:00 AM,8:20:00 AM,Clear,V,NA,NA,,
22-12-2016,T1B,Birds,Brown Headed Barbet,Psilopogon zeylanicus,1,NA,NA,8:00:00 AM,8:20:00 AM,Clear,A,NA,NA,,
22-12-2016,T1B,Birds,Coppersmith Barbet,Psilopogon haemacephalus,1,NA,NA,8:00:00 AM,8:20:00 AM,Clear,A,NA,NA,,
22-12-2016,T1B,Birds,Clamorous Reed Warbler,Acrocephalus stentoreus,1,NA,NA,8:00:00 AM,8:20:00 AM,Clear,B,NA,NA,,
22-12-2016,T1B,Birds,Phylloscopus Spp.,NA,2,NA,NA,8:00:00 AM,8:20:00 AM,Clear,V,NA,NA,7255,
22-12-2016,T1B,Birds,Jungle Prinia,Prinia sylvatica,1,NA,NA,8:00:00 AM,8:20:00 AM,Clear,V,NA,NA,,
22-12-2016,T1B,Birds,Purple Rumped Sunbird,Leptocoma zeylonica,1,NA,NA,8:00:00 AM,8:20:00 AM,Clear,V,NA,NA,,
22-12-2016,T1B,Birds,Citrine Wagtail,Motacilla citreola,1,NA,NA,8:00:00 AM,8:20:00 AM,Clear,V,NA,NA,,
22-12-2016,T1B,Birds,Brown Headed Barbet,Psilopogon zeylanicus,1,NA,NA,8:00:00 AM,8:20:00 AM,Clear,A,NA,NA,,
22-12-2016,T1B,Birds,Purple Sunbird,Cinnyris asiaticus,1,NA,NA,8:00:00 AM,8:20:00 AM,Clear,V,NA,NA,,
22-12-2016,T1B,Birds,Golden Oriole,Oriolus kundoo,1,NA,NA,8:00:00 AM,8:20:00 AM,Clear,V,NA,NA,,
22-12-2016,T1B,Birds,Green Bee Eater,Merops orientalis,1,NA,NA,8:00:00 AM,8:20:00 AM,Clear,V,NA,NA,,
22-12-2016,T1B,Birds,Black Drongo,Dicrurus macrocercus,1,NA,NA,8:00:00 AM,8:20:00 AM,Clear,V,NA,NA,,
22-12-2016,T1B,Birds,Plain Martin,Riparia paludicola,1,NA,NA,8:00:00 AM,8:20:00 AM,Clear,V,NA,NA,,
22-12-2016,T4,Birds,Asian Paradise Flycatcher,Terpsiphone paradis,1,NA,NA,11:30:00 AM,12:00:00 PM,Clear,B,NA,NA,,Female
22-12-2016,T4,Birds,Brown Headed Barbet,Psilopogon zeylanicus,1,NA,NA,11:30:00 AM,12:00:00 PM,Clear,A,NA,NA,,
22-12-2016,T5,Birds,Black Bulbul,Hypsipetes leucocephalus,1,NA,NA,10:50:00 AM,11:10:00 AM,Clear,V,NA,NA,,
22-12-2016,T6,Birds,,NA,NA,NA,NA,10:25:00 AM,10:45:00 AM,Clear,,NA,NA,,N/O
22-01-2017,T1A,Birds,Long Tailed Shrike,Lanius schach,1,NA,NA,7:30:00 AM,7:55:00 AM,Clear,A,NA,NA,,
22-01-2017,T1A,Birds,Jungle Crow,Corvus macrorhynchos,4,NA,NA,7:30:00 AM,7:55:00 AM,Clear,B,NA,NA,,
22-01-2017,T1A,Birds,Plain Prinia,Prinia inornata,2,NA,NA,7:30:00 AM,7:55:00 AM,Clear,B,NA,NA,,
22-01-2017,T1A,Birds,Oriental Magpie Robin,Copsychus saularis,1,NA,NA,7:30:00 AM,7:55:00 AM,Clear,V,NA,NA,,
22-01-2017,T1A,Birds,Red Whiskered Bubul,Pycnonotus jocosus,1,NA,NA,7:30:00 AM,7:55:00 AM,Clear,V,NA,NA,,
22-01-2017,T1A,Birds,Phylloscopus Spp.,NA,1,NA,NA,7:30:00 AM,7:55:00 AM,Clear,V,NA,NA,,
22-01-2017,T1A,Birds,Pied Bushchat,Saxicola caprata,1,NA,NA,7:30:00 AM,7:55:00 AM,Clear,V,NA,NA,,Female
22-01-2017,T1A,Birds,Jungle babler,Turdoides striata,5,NA,NA,7:30:00 AM,7:55:00 AM,Clear,A,NA,NA,,
22-01-2017,T1B,Birds,Red Whiskered Bubul,Pycnonotus jocosus,1,NA,NA,8:00:00 AM,8:25:00 AM,Clear,B,NA,NA,,
22-01-2017,T1B,Birds,Plain Martin,Riparia paludicola,5,NA,NA,8:00:00 AM,8:25:00 AM,Clear,V,NA,NA,,
22-01-2017,T1B,Birds,Purple Rumped Sunbird,Leptocoma zeylonica,2,NA,NA,8:00:00 AM,8:25:00 AM,Clear,B,NA,NA,,Male
22-01-2017,T1B,Birds,Brown Headed Barbet,Psilopogon zeylanicus,1,NA,NA,8:00:00 AM,8:25:00 AM,Clear,A,NA,NA,,
22-01-2017,T2,Birds,Plain Martin,Riparia paludicola,1,NA,NA,8:35:00 AM,8:55:00 AM,Clear,B,NA,NA,,
22-01-2017,T2,Birds,Purple Sunbird,Cinnyris asiaticus,5,NA,NA,8:35:00 AM,8:55:00 AM,Clear,A,NA,NA,,
22-01-2017,T2,Birds,Black Shouldered Kite,Elanus axillaris,1,NA,NA,8:35:00 AM,8:55:00 AM,Clear,V,NA,NA,7314,
22-01-2017,T2,Birds,House Crow,Corvus splendens,1,NA,NA,8:35:00 AM,8:55:00 AM,Clear,V,NA,NA,,
22-01-2017,T3,Birds,Red Whiskered Bubul,Pycnonotus jocosus,3,NA,NA,9:40:00 AM,10:10:00 AM,Clear,V,NA,NA,,
22-01-2017,T3,Birds,Plain Martin,Riparia paludicola,5,NA,NA,9:40:00 AM,10:10:00 AM,Clear,V,NA,NA,,
22-01-2017,T3,Birds,Scaly Breasted Munia,Lonchura punctulata,2,NA,NA,9:40:00 AM,10:10:00 AM,Clear,V,NA,NA,,
22-01-2017,T3,Birds,Purple Sunbird,Cinnyris asiaticus,4,NA,NA,9:40:00 AM,10:10:00 AM,Clear,V,NA,NA,,Male
22-01-2017,T3,Birds,Jungle Crow,Corvus macrorhynchos,1,NA,NA,9:40:00 AM,10:10:00 AM,Clear,V,NA,NA,,
22-01-2017,T3,Birds,Taiga Flycatcher,Ficedula albicilla,1,NA,NA,9:40:00 AM,10:10:00 AM,Clear,B,NA,NA,7337,
22-01-2017,T3,Birds,Plum Headed Parakeet,Psittacula cyanocephala,1,NA,NA,9:40:00 AM,10:10:00 AM,Clear,B,NA,NA,,
22-01-2017,T5,Birds,Brown Cheeked Fulvetta,Alcippe poioicephala,3,NA,NA,10:40:00 AM,11:00:00 AM,Clear,V,NA,NA,7380,
22-01-2017,T6,Birds,,NA,NA,NA,NA,10:20:00 AM,10:40:00 AM,Clear,,NA,NA,,N/O
07-02-2017,T1A,Birds,Pond Heron,Ardeola grayii,1,NA,NA,7:15:00 AM,7:35:00 AM,Clear,V,NA,NA,,
07-02-2017,T1A,Birds,Eurasian Collared Dove,Streptopelia decaocto,1,NA,NA,7:15:00 AM,7:35:00 AM,Clear,V,NA,NA,,
07-02-2017,T1A,Birds,Red Whiskered Bubul,Pycnonotus jocosus,2,NA,NA,7:15:00 AM,7:35:00 AM,Clear,V,NA,NA,,
07-02-2017,T1A,Birds,Ashy Prinia,Prinia socialis,1,NA,NA,7:15:00 AM,7:35:00 AM,Clear,V,NA,NA,,
07-02-2017,T1A,Birds,Long Tailed Shrike,Lanius schach,1,NA,NA,7:15:00 AM,7:35:00 AM,Clear,A,NA,NA,,
07-02-2017,T1A,Birds,Cattle Egret,Bubulcus ibis,1,NA,NA,7:15:00 AM,7:35:00 AM,Clear,V,NA,NA,,
07-02-2017,T1A,Birds,Pied Bushchat,Saxicola caprata,2,NA,NA,7:15:00 AM,7:35:00 AM,Clear,V,NA,NA,,Male/Female
07-02-2017,T1B,Birds,Scarlet Minivet,Pericrocotus speciosus,1,NA,NA,7:40:00 AM,8:15:00 AM,Clear,V,NA,NA,,Male
07-02-2017,T1B,Birds,Jungle Babler,Turdoides striata,6,NA,NA,7:40:00 AM,8:15:00 AM,Clear,V,NA,NA,,
07-02-2017,T1B,Birds,Green Bee Eater,Merops orientalis,1,NA,NA,7:40:00 AM,8:15:00 AM,Clear,V,NA,NA,,
07-02-2017,T1B,Birds,Purple Rumped Sunbird,Leptocoma zeylonica,1,NA,NA,7:40:00 AM,8:15:00 AM,Clear,A,NA,NA,,
07-02-2017,T1B,Birds,Black Drongo,Dicrurus macrocercus,4,NA,NA,7:40:00 AM,8:15:00 AM,Clear,V,NA,NA,,
07-02-2017,T1B,Birds,Coppersmith Barbet,Psilopogon haemacephalus,1,NA,NA,7:40:00 AM,8:15:00 AM,Clear,A,NA,NA,,
07-02-2017,T1B,Birds,Purple Sunbird,Cinnyris asiaticus,1,NA,NA,7:40:00 AM,8:15:00 AM,Clear,V,NA,NA,,
07-02-2017,T1B,Birds,Brown Headed Barbet,Psilopogon zeylanicus,1,NA,NA,7:40:00 AM,8:15:00 AM,Clear,A,NA,NA,,
07-02-2017,T1B,Birds,Purple Rumped Sunbird,Leptocoma zeylonica,1,NA,NA,7:40:00 AM,8:15:00 AM,Clear,V,NA,NA,7689,Female
07-02-2017,T1B,Birds,Shikra,Accipiter badius,1,NA,NA,7:40:00 AM,8:15:00 AM,Clear,V,NA,NA,7695,?
07-02-2017,T1B,Birds,Golden Oriole,Oriolus kundoo,2,NA,NA,7:40:00 AM,8:15:00 AM,Clear,V,NA,NA,,
07-02-2017,T1B,Birds,Red Whiskered Bubul,Pycnonotus jocosus,2,NA,NA,7:40:00 AM,8:15:00 AM,Clear,V,NA,NA,,
07-02-2017,T2,Birds,Purple Sunbird,Cinnyris asiaticus,1,NA,NA,8:20:00 AM,8:40:00 AM,Clear,V,NA,NA,,
07-02-2017,T2,Birds,Red Whiskered Bubul,Pycnonotus jocosus,4,NA,NA,8:20:00 AM,8:40:00 AM,Clear,V,NA,NA,,
07-02-2017,T3,Birds,Black Drongo,Dicrurus macrocercus,2,NA,NA,9:40:00 AM,10:05:00 AM,Clear,V,NA,NA,,
07-02-2017,T3,Birds,Brown Headed Barbet,Psilopogon zeylanicus,3,NA,NA,9:40:00 AM,10:05:00 AM,Clear,A,NA,NA,,
07-02-2017,T3,Birds,Purple Sunbird,Cinnyris asiaticus,1,NA,NA,9:40:00 AM,10:05:00 AM,Clear,B,NA,NA,,
07-02-2017,T3,Birds,Oriental Honey Buzzard,Pernis ptilorhynchus,2,NA,NA,9:40:00 AM,10:05:00 AM,Clear,V,NA,NA,7722,
07-02-2017,T3,Birds,Plain Martin,Riparia paludicola,1,NA,NA,9:40:00 AM,10:05:00 AM,Clear,V,NA,NA,,
07-02-2017,T4,Birds,Brown Headed Barbet,Psilopogon zeylanicus,1,NA,NA,11:20:00 AM,11:40:00 AM,Clear,A,NA,NA,,
07-02-2017,T5,Birds,Purple Sunbird,Cinnyris asiaticus,1,NA,NA,10:30:00 AM,10:50:00 AM,Clear,V,NA,NA,,
07-02-2017,T5,Birds,Brown Headed Barbet,Psilopogon zeylanicus,1,NA,NA,10:30:00 AM,10:50:00 AM,Clear,A,NA,NA,,
07-02-2017,T5,Birds,Brown Cheeked Fulvetta,Alcippe poioicephala,1,NA,NA,10:30:00 AM,10:50:00 AM,Clear,V,NA,NA,,
07-02-2017,T5,Birds,Grey Jungle Fowl,Gallus sonneratii,1,NA,NA,10:30:00 AM,10:50:00 AM,Clear,V,NA,NA,,
07-02-2017,T5,Birds,Black Drongo,Dicrurus macrocercus,2,NA,NA,10:30:00 AM,10:50:00 AM,Clear,V,NA,NA,,
07-02-2017,T6,Birds,,NA,NA,NA,NA,,,Clear,,NA,NA,,N/O
19-02-2017,T1A,Birds,Ashy Prinia,Prinia socialis,1,NA,NA,7:15:00 AM,7:50:00 AM,Clear,A,NA,NA,,
19-02-2017,T1A,Birds,Jungle Crow,Corvus macrorhynchos,6,NA,NA,7:15:00 AM,7:50:00 AM,Clear,B,NA,NA,,
19-02-2017,T1A,Birds,Purple Rumped Sunbird,Leptocoma zeylonica,3,NA,NA,7:15:00 AM,7:50:00 AM,Clear,B,NA,NA,,
19-02-2017,T1A,Birds,Laughing Dove,Streptopelia senegalensis,4,NA,NA,7:15:00 AM,7:50:00 AM,Clear,V,NA,NA,,
19-02-2017,T1A,Birds,White Cheeked Barbet,Psilopogon viridis,3,NA,NA,7:15:00 AM,7:50:00 AM,Clear,A,NA,NA,,
19-02-2017,T1A,Birds,Pond Heron,Ardeola grayii,1,NA,NA,7:15:00 AM,7:50:00 AM,Clear,V,NA,NA,,
19-02-2017,T1A,Birds,Red Whiskered Bubul,Pycnonotus jocosus,4,NA,NA,7:15:00 AM,7:50:00 AM,Clear,V,NA,NA,,
19-02-2017,T1A,Birds,Crested Serpent Eagle,Spilornis cheela,2,NA,NA,7:15:00 AM,7:50:00 AM,Clear,V,NA,NA,,
19-02-2017,T1A,Birds,Purple Sunbird,Cinnyris asiaticus,5,NA,NA,7:15:00 AM,7:50:00 AM,Clear,V,NA,NA,,
19-02-2017,T1A,Birds,Red Vented Bulbul,Pycnonotus cafer,2,NA,NA,7:15:00 AM,7:50:00 AM,Clear,V,NA,NA,,
19-02-2017,T1A,Birds,Golden Fronted Leafbird,Chloropsis aurifrons,2,NA,NA,7:15:00 AM,7:50:00 AM,Clear,V,NA,NA,7748,Male/Female
19-02-2017,T1A,Birds,Perdicula spp.,NA,1,NA,NA,7:15:00 AM,7:50:00 AM,Clear,V,NA,NA,,
19-02-2017,T1A,Birds,Blyth's Reed Warbler,Acrocephalus dumetorum,1,NA,NA,7:15:00 AM,7:50:00 AM,Clear,V,NA,NA,,
19-02-2017,T1A,Birds,Common Rosefinch,Carpodacus erythrinus,1,NA,NA,7:15:00 AM,7:50:00 AM,Clear,V,NA,NA,7752,
19-02-2017,T1A,Birds,Long Tailed Shrike,Lanius schach,4,NA,NA,7:15:00 AM,7:50:00 AM,Clear,V,NA,NA,,
19-02-2017,T1A,Birds,Brown Headed Barbet,Psilopogon zeylanicus,2,NA,NA,7:15:00 AM,7:50:00 AM,Clear,A,NA,NA,,
19-02-2017,T1A,Birds,Small Minivet,Pericrocotus cinnamomeus,1,NA,NA,7:15:00 AM,7:50:00 AM,Clear,V,NA,NA,,
19-02-2017,T1A,Birds,Purple Sunbird,Cinnyris asiaticus,1,NA,NA,7:15:00 AM,7:50:00 AM,Clear,V,NA,NA,,
19-02-2017,T1A,Birds,Grey Jungle Fowl,Gallus sonneratii,2,NA,NA,7:15:00 AM,7:50:00 AM,Clear,A,NA,NA,,
19-02-2017,T1B,Birds,Laughing Dove,Streptopelia senegalensis,1,NA,NA,8:00:00 AM,8:30:00 AM,Clear,V,NA,NA,,
19-02-2017,T1B,Birds,Purple Sunbird,Cinnyris asiaticus,2,NA,NA,8:00:00 AM,8:30:00 AM,Clear,V,NA,NA,,
19-02-2017,T1B,Birds,Purple Rumped Sunbird,Leptocoma zeylonica,1,NA,NA,8:00:00 AM,8:30:00 AM,Clear,V,NA,NA,,Eclipse Plumage
19-02-2017,T1B,Birds,Brown Headed Barbet,Psilopogon zeylanicus,2,NA,NA,8:00:00 AM,8:30:00 AM,Clear,A,NA,NA,,
19-02-2017,T1B,Birds,Green Bee Eater,Merops orientalis,1,NA,NA,8:00:00 AM,8:30:00 AM,Clear,V,NA,NA,,
19-02-2017,T1B,Birds,Crimson Backed Sunbird,Leptocoma minima,1,NA,NA,8:00:00 AM,8:30:00 AM,Clear,V,NA,NA,,Male
19-02-2017,T1B,Birds,Taiga Flycatcher,Ficedula albicilla,1,NA,NA,8:00:00 AM,8:30:00 AM,Clear,V,NA,NA,,Female
19-02-2017,T1B,Birds,Ashy Drongo,Dicrurus leucophaeus,1,NA,NA,8:00:00 AM,8:30:00 AM,Clear,V,NA,NA,,
19-02-2017,T1B,Birds,Long Tailed Shrike,Lanius schach,1,NA,NA,8:00:00 AM,8:30:00 AM,Clear,V,NA,NA,,
19-02-2017,T2,Birds,Purple Sunbird,Cinnyris asiaticus,4,NA,NA,8:35:00 AM,8:55:00 AM,Clear,V,NA,NA,,
19-02-2017,T2,Birds,Brown Headed Barbet,Psilopogon zeylanicus,1,NA,NA,8:35:00 AM,8:55:00 AM,Clear,A,NA,NA,,
19-02-2017,T2,Birds,White Cheeked Barbet,Psilopogon viridis,1,NA,NA,8:35:00 AM,8:55:00 AM,Clear,A,NA,NA,,
19-02-2017,T2,Birds,Green Bee Eater,Merops orientalis,1,NA,NA,8:35:00 AM,8:55:00 AM,Clear,v,NA,NA,,
19-02-2017,T2,Birds,Grey Jungle Fowl,Gallus sonneratii,2,NA,NA,8:35:00 AM,8:55:00 AM,Clear,A,NA,NA,,
19-02-2017,T2,Birds,Red Vented Bulbul,Pycnonotus cafer,2,NA,NA,8:35:00 AM,8:55:00 AM,Clear,A,NA,NA,,
19-02-2017,T2,Birds,Phylloscopus Spp.,NA,1,NA,NA,8:35:00 AM,8:55:00 AM,Clear,V,NA,NA,,
19-02-2017,T2,Birds,Asian Paradise Flycatcher,Terpsiphone paradis,1,NA,NA,8:35:00 AM,8:55:00 AM,Clear,V,NA,NA,,Male
19-02-2017,T2,Birds,Black Drongo,Dicrurus macrocercus,1,NA,NA,8:35:00 AM,8:55:00 AM,Clear,V,NA,NA,,
19-02-2017,T3,Birds,Purple Rumped Sunbird,Leptocoma zeylonica,1,NA,NA,10:00:00 AM,10:20:00 AM,Clear,V,NA,NA,,
19-02-2017,T3,Birds,Red Whiskered Bubul,Pycnonotus jocosus,1,NA,NA,10:00:00 AM,10:20:00 AM,Clear,A,NA,NA,,
19-02-2017,T3,Birds,Brown Headed Barbet,Psilopogon zeylanicus,4,NA,NA,10:00:00 AM,10:20:00 AM,Clear,A,NA,NA,,
19-02-2017,T3,Birds,Oriental Honey Buzzard,Pernis ptilorhynchus,1,NA,NA,10:00:00 AM,10:20:00 AM,Clear,V,NA,NA,,
19-02-2017,T4,Birds,Laughing Dove,Streptopelia senegalensis,1,NA,NA,12:15:00 PM,12:30:00 PM,Clear,V,NA,NA,,
19-02-2017,T4,Birds,Brown Headed Barbet,Psilopogon zeylanicus,2,NA,NA,12:15:00 PM,12:30:00 PM,Clear,B,NA,NA,,
19-02-2017,T4,Birds,Grey Jungle Fowl,Gallus sonneratii,2,NA,NA,12:15:00 PM,12:30:00 PM,Clear,V,NA,NA,,
