Common.Name,Family,Specific.Epithet,Guild,Hostplant.Family,Hostplant.Name,Country,Source
Pea Blue,Lycaenidae,Lampides boeticus,Tree Specialist,Leguminosae (p),Lablab purpureus,India,HOSTS
Pea Blue,Lycaenidae,Lampides boeticus,Tree Specialist,Leguminosae (p),Lablab purpureus,India,HOSTS
Pea Blue,Lycaenidae,Lampides boeticus,Tree Specialist,Leguminosae (p),Lupinus,India,HOSTS
Pea Blue,Lycaenidae,Lampides boeticus,Tree Specialist,Leguminosae (p),Lupinus,India,HOSTS
Pea Blue,Lycaenidae,Lampides boeticus,Tree Specialist,Leguminosae (p),Melilotus,India,HOSTS
Pea Blue,Lycaenidae,Lampides boeticus,Tree Specialist,Leguminosae (p),Pisum,India,HOSTS
Pea Blue,Lycaenidae,Lampides boeticus,Tree Specialist,Leguminosae (p),Pisum,India,HOSTS
Pea Blue,Lycaenidae,Lampides boeticus,Tree Specialist,Leguminosae (p),Pisum sativum,India,HOSTS
Pea Blue,Lycaenidae,Lampides boeticus,Tree Specialist,Leguminosae (p),Pisum sativum,India,HOSTS
Pea Blue,Lycaenidae,Lampides boeticus,Tree Specialist,Leguminosae (p),Pisum sativum,India,HOSTS
Pea Blue,Lycaenidae,Lampides boeticus,Tree Specialist,Leguminosae (p),Vigna sinensis,India,HOSTS
Pea Blue,Lycaenidae,Lampides boeticus,Tree Specialist,Leguminosae (p),Vigna unguiculata,India,HOSTS
Pea Blue,Lycaenidae,Lampides boeticus,Tree Specialist,Leguminosae (m),Xylia xylocarpa,India,HOSTS
Pea Blue,Lycaenidae,Lampides boeticus,Tree Specialist,Leguminosae (m),Xylia xylocarpa,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae,,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (m),Acacia,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (m),Albizia,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (m),Albizia procera,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (c),Caesalpinia,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (c),Cassia,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (c),Cassia,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (c),Cassia,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (c),Moullava,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (c),Moullava,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (m),Pithecellobium dulce,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (c),Senna obtusifolia,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (p),Sesbania,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (p),Sesbania,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (p),Sesbania bispinosa,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (p),Sesbania bispinosa,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (p),Sesbania bispinosa,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (p),Sesbania grandiflora,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (p),Sesbania grandiflora,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (p),Sesbania sesban,India,HOSTS
Common Grass Yellow,Pieridae,Eurema hecabe,Tree Specialist,Leguminosae (p),Sesbania sesban,India,HOSTS
Common Evening Brown,Nymphalidae,Melanitis leda,Grass Specialist,Gramineae,,India,HOSTS
Common Evening Brown,Nymphalidae,Melanitis leda,Grass Specialist,Gramineae,,India,HOSTS
Common Evening Brown,Nymphalidae,Melanitis leda,Grass Specialist,Gramineae,,India,HOSTS
Common Evening Brown,Nymphalidae,Melanitis leda,Grass Specialist,Gramineae,Andropogon sorghum,India,HOSTS
Common Evening Brown,Nymphalidae,Melanitis leda,Grass Specialist,Gramineae,Bambusa,India,HOSTS
Common Evening Brown,Nymphalidae,Melanitis leda,Grass Specialist,Gramineae,Digitaria,India,HOSTS
Common Evening Brown,Nymphalidae,Melanitis leda,Grass Specialist,Gramineae,Oryza,India,HOSTS
Common Evening Brown,Nymphalidae,Melanitis leda,Grass Specialist,Gramineae,Oryza sativa,India,HOSTS
Common Evening Brown,Nymphalidae,Melanitis leda,Grass Specialist,Gramineae,Panicum repens,India,HOSTS
Common Evening Brown,Nymphalidae,Melanitis leda,Grass Specialist,Gramineae,Pennisetum,India,HOSTS
Common Evening Brown,Nymphalidae,Melanitis leda,Grass Specialist,Gramineae,Pennisetum americanum,India,HOSTS
Common Evening Brown,Nymphalidae,Melanitis leda,Grass Specialist,Gramineae,Pennisetum americanum,India,HOSTS
Common Evening Brown,Nymphalidae,Melanitis leda,Grass Specialist,Gramineae,Pennisetum purpureum,India,HOSTS
Common Evening Brown,Nymphalidae,Melanitis leda,Grass Specialist,Gramineae,Saccharum officinarum,India,HOSTS
Common Evening Brown,Nymphalidae,Melanitis leda,Grass Specialist,Gramineae,Zea mays,India,HOSTS
Common Four Ring,Nymphalidae,Ypthima huebneri,Grass Specialist,Gramineae,,India,HOSTS
Common Four Ring,Nymphalidae,Ypthima huebneri,Grass Specialist,Gramineae,,India,HOSTS
Common Four Ring,Nymphalidae,Ypthima huebneri,Grass Specialist,Gramineae,,West Malaysia,HOSTS
Common Four Ring,Nymphalidae,Ypthima huebneri,Grass Specialist,Gramineae,Avena sativa,Southern Africa,HOSTS
Common Four Ring,Nymphalidae,Ypthima huebneri,Grass Specialist,Gramineae,Ehrharta erecta,Southern Africa,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Asclepias curassavica,Hong Kong,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Asclepias curassavica,Indo-Australian,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Asclepias curassavica,Taiwan,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Calotropis gigantea,Andaman Islands,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Ceropegia intermedia,Indo-Australian,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Cynanchum boudieri,Taiwan,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Cynanchum boudieri,Taiwan,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Cynanchum dalhousiae,Indo-Australian,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Cynanchum formosanum,Taiwan,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Cynanchum lanhsuense,Taiwan,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Cynanchum liukiuense,Indo-Australian,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Graphistemma pictum,Hong Kong,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Graphistemma pictum,Indo-Australian,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Gymnema,Indo-Australian,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Marsdenia formosana,Taiwan,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Marsdenia tinctoria,Indo-Australian,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Marsdenia tomentosa,Indo-Australian,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Oxystelma pulchellum,Indo-Australian,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Oxystelma pulchellum,West Malaysia,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Raphistemma lemma,Indo-Australian,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Stephanotis floribunda,Indo-Australian,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Telosma cordata,Indo-Australian,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Tylophora cissoides,Indo-Australian,HOSTS
Striped Tiger,Nymphalidae,Danaus genutia,Shrub Specialist,Asclepiadaceae,Vincetoxicum tanakae,Indo-Australian,HOSTS
One Spot Grass Yellow,Pieridae,Eurema andersoni,Tree Specialist,Leguminosae (c),Cassia garrettiana,Thailand,HOSTS
One Spot Grass Yellow,Pieridae,Eurema andersoni,Tree Specialist,Leguminosae (c),Cassia surattensis,Thailand,HOSTS
One Spot Grass Yellow,Pieridae,Eurema andersoni,Tree Specialist,Leguminosae (c),Senna bicapsularis,Thailand,HOSTS
One Spot Grass Yellow,Pieridae,Eurema andersoni,Tree Specialist,Rhamnaceae,Ventilago elegans,Taiwan,HOSTS
One Spot Grass Yellow,Pieridae,Eurema andersoni,Tree Specialist,Rhamnaceae,Ventilago leiocarpa,Taiwan,HOSTS
Common Bushbrown,Nymphalidae,Mycalesis perseus,Grass Specialist,Gramineae,,India,HOSTS
Common Bushbrown,Nymphalidae,Mycalesis perseus,Grass Specialist,Gramineae,Axonopus compressus,Philippines,HOSTS
Common Bushbrown,Nymphalidae,Mycalesis perseus,Grass Specialist,Gramineae,Digitaria ciliaris,Japan,HOSTS
Common Bushbrown,Nymphalidae,Mycalesis perseus,Grass Specialist,Gramineae,Imperata cylindrica,Indonesia,HOSTS
Common Bushbrown,Nymphalidae,Mycalesis perseus,Grass Specialist,Gramineae,Imperata cylindrica,Japan,HOSTS
Common Bushbrown,Nymphalidae,Mycalesis perseus,Grass Specialist,Gramineae,Imperata cylindrica,Java,HOSTS
Common Bushbrown,Nymphalidae,Mycalesis perseus,Grass Specialist,Gramineae,Oplismenus compositus,Philippines,HOSTS
Common Bushbrown,Nymphalidae,Mycalesis perseus,Grass Specialist,Gramineae,Oryza sativa,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Malvaceae,Althaea,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Boraginaceae,Anchusa,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Compositae,Arctotis,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Papaveraceae,Argemone mexicana,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Leguminosae (p),Argyrolobium,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Compositae,Artemisia,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Compositae,Artemisia vulgaris,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Compositae,Berkheya,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Compositae,Blumea,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Compositae,Blumea alata,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Urticaceae,Boehmeria,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Compositae,Carduus,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Compositae,Chrysanthemum,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Compositae,Cirsium,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Compositae,Cirsium arvense,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Compositae,Cynara scolymus,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Boraginaceae,Cynoglossum,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Urticaceae,Debregeasia bicolor,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Leguminosae (p),Dolichos,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Boraginaceae,Echium,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Compositae,Filago,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Urticaceae,Girardinia,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Leguminosae (p),Glycine,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Compositae,Helichrysum,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Leguminosae (p),Lablab purpureus,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Urticaceae,Laportea,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Leguminosae (p),Lupinus,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Compositae,Madia,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Malvaceae,Malva,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Compositae,Pentzia,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Leguminosae (p),Phaseolus,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Compositae,Senecio,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Compositae,Sonchus,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Urticaceae,Urtica,India,HOSTS
Painted Lady,Nymphalidae,Vanessa cardui,Generalist,Leguminosae (p),Zornia diphylla,India,HOSTS
Chestnut Bob,Hesperiidae,Iambrix salsala,Grass Specialist,Gramineae,,India,HOSTS
Chestnut Bob,Hesperiidae,Iambrix salsala,Grass Specialist,Gramineae,,India,HOSTS
Chestnut Bob,Hesperiidae,Iambrix salsala,Grass Specialist,Gramineae,,West Malaysia,HOSTS
Chestnut Bob,Hesperiidae,Iambrix salsala,Grass Specialist,Gramineae,,West Malaysia,HOSTS
Dark Cerulean,Lycaenidae,Jamides bochus,Tree Specialist,Leguminosae (p),Butea monosperma,India,HOSTS
Dark Cerulean,Lycaenidae,Jamides bochus,Tree Specialist,Leguminosae (p),Butea monosperma,India,HOSTS
Dark Cerulean,Lycaenidae,Jamides bochus,Tree Specialist,Leguminosae (c),Caesalpinia,India,HOSTS
Dark Cerulean,Lycaenidae,Jamides bochus,Tree Specialist,Leguminosae (p),Crotalaria,India,HOSTS
Dark Cerulean,Lycaenidae,Jamides bochus,Tree Specialist,Leguminosae (p),Tephrosia candida,India,HOSTS
Dark Cerulean,Lycaenidae,Jamides bochus,Tree Specialist,Leguminosae (m),Xylia xylocarpa,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (c),Acrocarpus fraxinifolius,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (m),Albizia,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (m),Albizia chinensis,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (m),Albizia falcataria,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (m),Albizia lebbeck,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (c),Caesalpinia regia,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Theaceae,Camellia sinensis,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (c),Cassia,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (c),Cassia,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (c),Cassia,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (c),Cassia nodosa,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (c),Delonix regia,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (c),Delonix regia,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (p),Gliricidia sepium,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (c),Moullava spicata,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (c),Moullava spicata,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (c),Moullava spicata,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (p),Sesbania,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (p),Sesbania bispinosa,India,HOSTS
Three Spot Grass Yellow,Pieridae,Eurema blanda,Tree Specialist,Leguminosae (m),Xylia xylocarpa,India,HOSTS
Tailed Jay,Papilionidae,Graphium agamemnon,Tree Specialist,Magnoliaceae,,India,HOSTS
Tailed Jay,Papilionidae,Graphium agamemnon,Tree Specialist,Annonaceae,,India,HOSTS
Tailed Jay,Papilionidae,Graphium agamemnon,Tree Specialist,Magnoliaceae,,India,HOSTS
Tailed Jay,Papilionidae,Graphium agamemnon,Tree Specialist,Annonaceae,Annona reticulata,India,HOSTS
Tailed Jay,Papilionidae,Graphium agamemnon,Tree Specialist,Annonaceae,Annona squamosa,India,HOSTS
Tailed Jay,Papilionidae,Graphium agamemnon,Tree Specialist,Lauraceae,Cinnamomum,India,HOSTS
Tailed Jay,Papilionidae,Graphium agamemnon,Tree Specialist,Annonaceae,Desmos chinensis,India,HOSTS
Tailed Jay,Papilionidae,Graphium agamemnon,Tree Specialist,Annonaceae,Guatteria,India,HOSTS
Tailed Jay,Papilionidae,Graphium agamemnon,Tree Specialist,Magnoliaceae,Michelia,India,HOSTS
Tailed Jay,Papilionidae,Graphium agamemnon,Tree Specialist,Magnoliaceae,Michelia champaca,India,HOSTS
Tailed Jay,Papilionidae,Graphium agamemnon,Tree Specialist,Annonaceae,Miliusa,India,HOSTS
Tailed Jay,Papilionidae,Graphium agamemnon,Tree Specialist,Annonaceae,Miliusa tomentosa,India,HOSTS
Tailed Jay,Papilionidae,Graphium agamemnon,Tree Specialist,Annonaceae,Polyalthia,India,HOSTS
Tailed Jay,Papilionidae,Graphium agamemnon,Tree Specialist,Annonaceae,Uvaria microcarpa,India,HOSTS
Common Treebrown,Nymphalidae,Lethe rohria,Grass Specialist,Gramineae,,India,HOSTS
Common Treebrown,Nymphalidae,Lethe rohria,Grass Specialist,Gramineae,Apluda mutica,Hong Kong,HOSTS
Common Treebrown,Nymphalidae,Lethe rohria,Grass Specialist,Gramineae,Bambusa,Hong Kong,HOSTS
Common Treebrown,Nymphalidae,Lethe rohria,Grass Specialist,Gramineae,Brachiaria mutica,Taiwan,HOSTS
Common Treebrown,Nymphalidae,Lethe rohria,Grass Specialist,Gramineae,Capillipedium parviflorum,Hong Kong,HOSTS
Common Treebrown,Nymphalidae,Lethe rohria,Grass Specialist,Gramineae,Imperata cylindrica,Taiwan,HOSTS
Common Treebrown,Nymphalidae,Lethe rohria,Grass Specialist,Gramineae,Microstegium ciliatum,Hong Kong,HOSTS
Common Treebrown,Nymphalidae,Lethe rohria,Grass Specialist,Gramineae,Miscanthus flavidus,Taiwan,HOSTS
Common Treebrown,Nymphalidae,Lethe rohria,Grass Specialist,Gramineae,Miscanthus sinensis,Taiwan,HOSTS
Monkey Puzzle,Lycaenidae,Rathinda amor,Tree Specialist,Dipterocarpaceae,,Oriental,HOSTS
Monkey Puzzle,Lycaenidae,Rathinda amor,Tree Specialist,Euphorbiaceae,,Oriental,HOSTS
Monkey Puzzle,Lycaenidae,Rathinda amor,Tree Specialist,Loranthaceae,,Oriental,HOSTS
Monkey Puzzle,Lycaenidae,Rathinda amor,Tree Specialist,Myrtaceae,,Oriental,HOSTS
Monkey Puzzle,Lycaenidae,Rathinda amor,Tree Specialist,Rubiaceae,,Oriental,HOSTS
Monkey Puzzle,Lycaenidae,Rathinda amor,Tree Specialist,Sapindaceae,,Oriental,HOSTS
Monkey Puzzle,Lycaenidae,Rathinda amor,Tree Specialist,Styracaceae,,Oriental,HOSTS
Monkey Puzzle,Lycaenidae,Rathinda amor,Tree Specialist,Myrtaceae,Eugenia zeylanica,India,HOSTS
Monkey Puzzle,Lycaenidae,Rathinda amor,Tree Specialist,Dipterocarpaceae,Hopea,India,HOSTS
Monkey Puzzle,Lycaenidae,Rathinda amor,Tree Specialist,Dipterocarpaceae,Hopea,India,HOSTS
Monkey Puzzle,Lycaenidae,Rathinda amor,Tree Specialist,Rubiaceae,Ixora,India,HOSTS
Monkey Puzzle,Lycaenidae,Rathinda amor,Tree Specialist,Rubiaceae,Ixora coccinea,India,HOSTS
Monkey Puzzle,Lycaenidae,Rathinda amor,Tree Specialist,Sapindaceae,Litchi chinensis,India,HOSTS
Monkey Puzzle,Lycaenidae,Rathinda amor,Tree Specialist,Anacardiaceae,Mangifera indica,India,HOSTS
Small Branded Swift,Hesperiidae,Pelopidas mathias,Generalist,Gramineae,,India,HOSTS
Small Branded Swift,Hesperiidae,Pelopidas mathias,Generalist,Gramineae,,India,HOSTS
Small Branded Swift,Hesperiidae,Pelopidas mathias,Generalist,Palmae,,India,HOSTS
Small Branded Swift,Hesperiidae,Pelopidas mathias,Generalist,Gramineae,Andropogon sorghum,India,HOSTS
Small Branded Swift,Hesperiidae,Pelopidas mathias,Generalist,Leguminosae (p),Crotalaria juncea,India,HOSTS
Small Branded Swift,Hesperiidae,Pelopidas mathias,Generalist,Gramineae,Oryza,India,HOSTS
Small Branded Swift,Hesperiidae,Pelopidas mathias,Generalist,Gramineae,Oryza sativa,India,HOSTS
Small Branded Swift,Hesperiidae,Pelopidas mathias,Generalist,Gramineae,Oryza sativa,India,HOSTS
Small Branded Swift,Hesperiidae,Pelopidas mathias,Generalist,Gramineae,Saccharum,India,HOSTS
Small Branded Swift,Hesperiidae,Pelopidas mathias,Generalist,Gramineae,Sorghum bicolor,India,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Asclepiadaceae,,East Africa,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Asclepiadaceae,Asclepias,India,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Asclepiadaceae,Asclepias,Oriental,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Asclepiadaceae,Calotropis,India,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Asclepiadaceae,Calotropis,India,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Asclepiadaceae,Calotropis,Oriental,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Menispermaceae,Cocculus,Oriental,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Leguminosae (p),Crotalaria retusa ?,Oriental,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Asclepiadaceae,Dregea volubilis,Hong Kong,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Asclepiadaceae,Dregea volubilis,India,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Asclepiadaceae,Dregea volubilis,Oriental,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Asclepiadaceae,Dregea volubilis,Taiwan,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Asclepiadaceae,Heterostemma brownii,Taiwan,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Asclepiadaceae,Heterostemma cuspidatum,Oriental,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Apocynaceae,Holarrhena antidysenterica,India,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Asclepiadaceae,Hoya,East Africa,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Asclepiadaceae,Hoya,Oriental,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Asclepiadaceae,Hoya viridiflora,Oriental,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Asclepiadaceae,Marsdenia tenacissima,Oriental,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Asclepiadaceae,Pergularia,East Africa,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Gramineae,Saccharum,India,HOSTS
Blue Tiger,Nymphalidae,Tirumala limniace,Shrub Specialist,Gramineae,Saccharum officinarum,India,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,,India,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Liliaceae,,India,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Alpinia formosana,Taiwan,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Alpinia intermedia,Taiwan,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Alpinia zerumbet,Taiwan,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Curcuma,Thailand,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Curcuma,West Malaysia,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Curcuma aromatica,Oriental,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Curcuma decipiens,India,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Curcuma longa,India,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Curcuma longa,India,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Curcuma longa,Oriental,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Curcuma longa,West Malaysia,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Etlingera imperialis,West Malaysia,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Loganiaceae,Fagraea racemosa,India,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Loganiaceae,Fagraea racemosa,West Malaysia,HOSTS
