Common.Name,Family,Specific.Epithet,Guild,Hostplant.Family,Hostplant.Name,Country,Source
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Phaseolus vulgaris,Fiji,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Zygophyllaceae,Tribulus terrestris,India,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Trifolium repens,Oriental,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Vigna adenantha,Fiji,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Vigna radiata,Andaman & Nicobar Is,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Vigna unguiculata,Fiji,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Vigna unguiculata,West Malaysia,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Zornia diphylla,Hong Kong,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Bambusa,Hong Kong,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Brachiaria mutica,Taiwan,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Capillipedium parviflorum,Hong Kong,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Coix,Japan,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Isachne globosa,Taiwan,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Ischaemum indicum,Hong Kong,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Microstegium ciliatum,Hong Kong,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Miscanthus,Japan,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Miscanthus sinensis,Taiwan,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Oryza sativa,Hong Kong,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Oryza sativa,Indonesia,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Panicum excurrens,Taiwan,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Saccharum,Japan,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Setaria palmifolia,Hong Kong,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Setaria palmifolia,Taiwan,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Setaria palmifolia,West Malaysia,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Thysanolaena maxima,Hong Kong,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Grass Specialist,Gramineae,Zea,Japan,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Amaranthaceae,Achyranthes,Hong Kong,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Amaranthaceae,Alternanthera philoxeroides,Hong Kong,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Amaranthaceae,Alternanthera sessilis,Hong Kong,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Acanthaceae,Barleria,Andaman Islands,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Acanthaceae,Barleria,India,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Acanthaceae,Blechum pyramidatum,Philippines,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Acanthaceae,Hygrophila,Philippines,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Acanthaceae,Hygrophila,West Malaysia,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Acanthaceae,Hygrophila,West Malaysia,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Acanthaceae,Hygrophila auriculata,India,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Acanthaceae,Hygrophila costata,India,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Acanthaceae,Hygrophila lancea,Hong Kong,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Acanthaceae,Hygrophila salicifolia,Hong Kong,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Acanthaceae,Justicia,Philippines,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Scrophulariaceae,Lindernia procumbens,Hong Kong,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Acanthaceae,Nelsonia canescens,Andaman Islands,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Gramineae,Oryza sativa,Indo-Australian,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Verbenaceae,Phyla nodiflora,Philippines,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Acanthaceae,Pseuderanthemum,Philippines,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Acanthaceae,Ruellia,Philippines,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Shrub Specialist,Acanthaceae,Strobilanthes,Philippines,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Herb Specialist,Oxalidaceae,,Japan,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Herb Specialist,Oxalidaceae,,Oriental,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Herb Specialist,Acanthaceae,,Oriental,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Herb Specialist,Leguminosae,,Oriental,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Herb Specialist,Oxalidaceae,Oxalis corniculata,India,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Herb Specialist,Oxalidaceae,Oxalis corniculata,India,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Herb Specialist,Oxalidaceae,Oxalis corniculata,Japan,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Herb Specialist,Oxalidaceae,Oxalis corniculata,Taiwan,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Herb Specialist,Zygophyllaceae,Tribulus terrestris,India,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Herb Specialist,Leguminosae,,Australasia,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Herb Specialist,Molluginaceae,,Palaearctic,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Herb Specialist,Oxalidaceae,,Palaearctic,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Herb Specialist,Polygonaceae,,Palaearctic,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Herb Specialist,Verbenaceae,,Palaearctic,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Herb Specialist,Zygophyllaceae,,Palaearctic,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Herb Specialist,Amaranthaceae,,Palaearctic,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Herb Specialist,Amaranthaceae,Amaranthus tricolor,Hong Kong,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Herb Specialist,Amaranthaceae,Amaranthus viridis,Hong Kong,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Herb Specialist,Amaranthaceae,Amaranthus viridis,West Malaysia,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Herb Specialist,Amaranthaceae,Amaranthus viridis,West Malaysia,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Herb Specialist,Leguminosae (p),Zornia diphylla,West Malaysia,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Herb Specialist,Leguminosae (p),Zornia diphylla,West Malaysia,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Grass Specialist,Gramineae,,India,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Grass Specialist,Gramineae,,West Malaysia,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Grass Specialist,Gramineae,Arundinaria linearis,Japan,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Grass Specialist,Gramineae,Bambusa,Hong Kong,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Grass Specialist,Gramineae,Bambusa multiplex,Hong Kong,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Grass Specialist,Gramineae,Bambusa multiplex,Japan,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Grass Specialist,Gramineae,Bambusa multiplex,Taiwan,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Grass Specialist,Gramineae,Bambusa oldhami,Taiwan,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Grass Specialist,Gramineae,Bambusa oldhamii,Japan,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Grass Specialist,Gramineae,Bambusa oldhamii,Taiwan,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Grass Specialist,Gramineae,Bambusa tuldoides,Hong Kong,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Grass Specialist,Gramineae,Bambusa vulgaris ?,Hong Kong,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Grass Specialist,Gramineae,Dinochloa andamanica,Andaman Islands,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Grass Specialist,Gramineae,Microstegium ciliatum,Hong Kong,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Grass Specialist,Gramineae,Phyllostachys makinoi,Taiwan,HOSTS
Metallic Cerulean,Lycaenidae,Jamides alectoalocina,Herb Specialist,Zingiberaceae,Boesenbergia rotunda,,IFB
Metallic Cerulean,Lycaenidae,Jamides alectoalocina,Herb Specialist,Zingiberaceae,Curcuma aeruginosa,,IFB
Metallic Cerulean,Lycaenidae,Jamides alectoalocina,Herb Specialist,Zingiberaceae,Elettaria cardamomum,,IFB
Metallic Cerulean,Lycaenidae,Jamides alectoalocina,Herb Specialist,Zingiberaceae,Zingiber zerumbet,,IFB
White Orange Tip,Pieridae,Ixias marianne,Shrub Specialist,Capparaceae,Capparis aphylla,India,HOSTS
White Orange Tip,Pieridae,Ixias marianne,Shrub Specialist,Capparaceae,Capparis divaricata,India,HOSTS
White Orange Tip,Pieridae,Ixias marianne,Shrub Specialist,Capparaceae,Capparis grandis,India,HOSTS
White Orange Tip,Pieridae,Ixias marianne,Shrub Specialist,Capparaceae,Capparis sepiaria,India,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,,Indonesia,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Breonia cadamba,India,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Cinchona,India,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Mitragyna parvifolia,India,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Mussaenda frondosa,India,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Mussaenda frondosa,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Nauclea,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Nauclea cadamba,Andaman Islands,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Nauclea cadamba,India,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Neonauclea excelsa,Andaman Islands,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Sarcocephalus missionis,India,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Timonius wallichianus,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Timonius wallichianus,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Uncaria,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Uncaria,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Uncaria,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Uncaria cordata,Andaman Islands,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Uncaria gambier,Indonesia,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Uncaria hirsuta,Hong Kong,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Wendlandia,India,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Wendlandia exserta,India,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Wendlandia notoniana,India,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Wendlandia thyrsoidea,Sri Lanka,HOSTS
Commander,Nymphalidae,Moduza procris,Generalist,Rubiaceae,Wendlandia thyrsoidea,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Anacardium occidentale,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Anacardium occidentale,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Anacardium occidentale,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Anacardium occidentale,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Anacardium occidentale,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Anacardium occidentale,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Anacardium occidentale,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Anacardium occidentale,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Anacardium occidentale,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Anacardium occidentale,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Cucurbitaceae,Bryonia,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Cucurbitaceae,Bryonia,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Loranthaceae,Loranthus pentandrus,Thailand,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Loranthaceae,Loranthus pentandrus,Thailand,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Loranthaceae,Loranthus pentandrus,Thailand,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Loranthaceae,Loranthus pentandrus,Thailand,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Loranthaceae,Loranthus scurrula,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Loranthaceae,Loranthus scurrula,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Loranthaceae,Loranthus scurrula,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Loranthaceae,Loranthus scurrula,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Mangifera,Indonesia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Mangifera,Indonesia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Mangifera indica,Andaman Islands,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Mangifera indica,Andaman Islands,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Mangifera indica,Brunei,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Mangifera indica,Brunei,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Mangifera indica,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Mangifera indica,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Mangifera indica,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Mangifera indica,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Mangifera indica,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Mangifera indica,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Mangifera indica,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Mangifera indica,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Mangifera indica,Sabah,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Mangifera indica,Sabah,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Mangifera indica,Sabah,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Mangifera indica,Sabah,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Mangifera indica,Thailand,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Mangifera indica,Thailand,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Mangifera indica,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Mangifera indica,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Mangifera indica,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Mangifera indica,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Anacardiaceae,Mangifera indica,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Anacardiaceae,Mangifera indica,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Moraceae,Morus,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Moraceae,Morus,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Rosaceae,Rosa,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Rosaceae,Rosa,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Loranthaceae,Scurrula,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Loranthaceae,Scurrula,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Moraceae,Streblus asper,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Moraceae,Streblus asper,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Generalist,Moraceae,Trophis aspera,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Grass Specialist,Moraceae,Trophis aspera,India,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Tree Specialist,Bombacaceae,Ceiba,India,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Tree Specialist,Bombacaceae,Ceiba,West Malaysia,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Tree Specialist,Bombacaceae,Ceiba,West Malaysia,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Tree Specialist,Tiliaceae,Grewia eriocarpa,West Malaysia,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Tree Specialist,Malvaceae,Hibiscus,Hong Kong,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Tree Specialist,Malvaceae,Hibiscus tiliaceus,Hong Kong,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Tree Specialist,Malvaceae,Hibiscus tiliaceus,India,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Tree Specialist,Malvaceae,Hibiscus tiliaceus,West Malaysia,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Tree Specialist,Malvaceae,Hibiscus tiliaceus,West Malaysia,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Tree Specialist,Tiliaceae,Microcos paniculata,Hong Kong,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Tree Specialist,Tiliaceae,Microcos paniculata,Hong Kong,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Tree Specialist,Malvaceae,Urena lobata,India,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Tree Specialist,Malvaceae,Urena lobata,West Malaysia,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Tree Specialist,Malvaceae,Urena lobata,West Malaysia,HOSTS
Plum Judy,Lycaenidae,Abisara echerius,Shrub Specialist,Myrsinaceae,,India,HOSTS
Plum Judy,Lycaenidae,Abisara echerius,Shrub Specialist,Myrsinaceae,Ardisia,India,HOSTS
Plum Judy,Lycaenidae,Abisara echerius,Shrub Specialist,Myrsinaceae,Embelia laeta,Hong Kong,HOSTS
Crimson Rose,Papilionidae,Pachliopta hector,Liana Specialist,Aristolochiaceae,Aristolochia,India,HOSTS
Crimson Rose,Papilionidae,Pachliopta hector,Liana Specialist,Aristolochiaceae,Aristolochia,Sri Lanka,HOSTS
Crimson Rose,Papilionidae,Pachliopta hector,Liana Specialist,Aristolochiaceae,Aristolochia indica,India,HOSTS
Crimson Rose,Papilionidae,Pachliopta hector,Liana Specialist,Aristolochiaceae,Thottea wallichii,India,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,,India,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,,India,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Citrus,Hong Kong,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Citrus,India,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Citrus,India,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Citrus,West Malaysia,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Citrus,West Malaysia,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Citrus junos,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Citrus medica,West Malaysia,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Citrus natsudaidai,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Citrus tachibana,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Citrus unshiu,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Euodia gabrifolia,Taiwan,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Euodia meliaefolia,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Fortunella japonica,Hong Kong,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Phellodendron amurense,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Poncirus trifoliata,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Toddalia asiatica,Hong Kong,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Toddalia asiatica,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Toddalia asiatica,Taiwan,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Zanthoxylum,West Malaysia,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Zanthoxylum ailanthoides,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Zanthoxylum ailanthoides,Taiwan,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Zanthoxylum avicennae,Hong Kong,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Zanthoxylum avicennae,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Zanthoxylum cuspidata,Hong Kong,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Zanthoxylum nitidum,Hong Kong,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Zanthoxylum nitidum,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Zanthoxylum rhetsa,India,HOSTS
Red Helen,Papilionidae,Papilio helenus,Tree Specialist,Rutaceae,Zanthoxylum rhetsa,Old World,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Asclepiadaceae,,Old World,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Moraceae,,Old World,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Urticaceae,,West Malaysia,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Acanthaceae,,West Malaysia,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Malvaceae,Abutilon,Afrotropical,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Malvaceae,Abutilon,Indo-Australian,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Malvaceae,Abutilon,Philippines,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Amaranthaceae,Achyranthes aspera,Philippines,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Amaranthaceae,Alternanthera,Afrotropical,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Amaranthaceae,Alternanthera denticulata,India,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Amaranthaceae,Alternanthera denticulata,Indo-Australian,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Amaranthaceae,Alternanthera philoxeroides,Hong Kong,HOSTS
